site1_url,site1_written_by,site1_reviewed_by,site2_url,site2_written_by,site2_reviewed_by
https://blog.thelowdown.com/blog/tag/dr-mel,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dr-mel,N/A,N/A
https://blog.thelowdown.com/blog/tag/nexplanon,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/nexplanon,"



Can you get pregnant on the implant? What happens if it expires?
",N/A
https://blog.thelowdown.com/#how-screening-works,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/hatty-wilmoth,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hatty-wilmoth,N/A,N/A
https://blog.thelowdown.com/#how-do-i-get,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/perimenopause/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/perimenopause/,"



Fibroids after menopause
","



How to manage sleep problems in perimenopause
"
https://blog.thelowdown.com/blog/tag/chlamydia,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/chlamydia,"



STIs Explained
",N/A
https://blog.thelowdown.com/#the-pill,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#preg_with_implant,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#femodette,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/what-are-fibroids,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/what-are-fibroids,Skip to content,Fatema Dawoodbhoy
https://blog.thelowdown.com/#combined,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/alice-ectopic-pregnancy,Alice Pelton,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/alice-ectopic-pregnancy,Alice Pelton,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/male-condom,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/male-condom,"



Condom 101: How to use condoms correctly
",N/A
https://blog.thelowdown.com/blog/progesterone-and-hrt,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/progesterone-and-hrt,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/laura-keyes/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/laura-keyes/page/2,N/A,N/A
https://blog.thelowdown.com/#managing,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#digestive-probs,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/migraines,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/migraines,"



Headaches, Migraines and The Pill – FAQ Guide
",N/A
https://blog.thelowdown.com/wp-content/uploads/2021/12/The-Lowdowns-Womens-Health-Strategy-response-1-1.pdf,N/A,N/A,http://localhost/thelowdown/wp/wp-content/uploads/2021/12/The-Lowdowns-Womens-Health-Strategy-response-1-1.pdf,N/A,N/A
https://blog.thelowdown.com/#brevinor,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/bleeding-spotting-morning-after-pill,Georgia Gallant,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/bleeding-spotting-morning-after-pill,Georgia Gallant,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/okorite-ephraim,N/A,N/A,http://localhost/thelowdown/wp/blog/okorite-ephraim,"



Racial disparities faced by Black women seeking endometriosis diagnosis
","



Endometriosis fatigue is a real thing
"
https://blog.thelowdown.com/author/brenna-weaver,N/A,N/A,http://localhost/thelowdown/wp/author/brenna-weaver,"



What is vaginal atrophy?
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/author/maddie-braidwood,N/A,N/A,http://localhost/thelowdown/wp/author/maddie-braidwood,"



Your guide to emergency contraception and the morning after pill
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/best-contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/best-contraception,"



We’ve announced our best contraceptives – as rated by you!
",Privacy & Cookie policy
https://blog.thelowdown.com/blog/hammersmith-broadway-clinic,Grace Jessop,N/A,http://localhost/thelowdown/wp/blog/hammersmith-broadway-clinic,Grace Jessop,N/A
https://blog.thelowdown.com/blog/tag/fitting,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fitting,"



Contraceptive implant – a guide to fitting and removal
",N/A
https://blog.thelowdown.com/blog/tag/bleeding,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/bleeding,"



The most common side effects of contraception
",N/A
https://blog.thelowdown.com/blog/tag/period-poo,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/period-poo,"



Period poo: The ins and the outs
",N/A
https://blog.thelowdown.com/blog/tag/female-condom,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/female-condom,"



STIs Explained
",N/A
https://blog.thelowdown.com/blog/tag/emma-scott/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/emma-scott/,N/A,N/A
https://blog.thelowdown.com/blog/tag/luteal,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/luteal,"



An introduction to your hormones and menstrual cycle
",N/A
https://blog.thelowdown.com/#reversible,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/share-your-coil-fitting-experience-survey,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/share-your-coil-fitting-experience-survey,The Lowdown,N/A
https://blog.thelowdown.com/blog/tag/iud-pain-relief,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/iud-pain-relief,"



IUS/IUD coil fitting: what to expect
",N/A
https://blog.thelowdown.com/blog/tag/kimberly-malone-crossley,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/kimberly-malone-crossley,N/A,N/A
https://blog.thelowdown.com/#iud,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/male-contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/male-contraception,"



The snip – a complete guide to getting a vasectomy
",N/A
https://blog.thelowdown.com/#spotting,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/androgenic,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/androgenic,"



Gestodene
",N/A
https://blog.thelowdown.com/blog/tag/fatema-mustansir-dawoodbhoy/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fatema-mustansir-dawoodbhoy/,N/A,N/A
https://blog.thelowdown.com/blog/best-contraceptive-pill-perimenopause,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/best-contraceptive-pill-perimenopause,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/non-hormonal,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/non-hormonal,"



GyneFix: Everything you need to know
",N/A
https://blog.thelowdown.com/blog/tag/withdrawal-method,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/withdrawal-method,"



Can precum cause pregnancy? What are the chances?
",N/A
https://blog.thelowdown.com/author/milly-evans,N/A,N/A,http://localhost/thelowdown/wp/author/milly-evans,"



The pill, panic attacks and anxiety
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/#how,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/causes-of-thrush,Mary Hargreaves,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/causes-of-thrush,Mary Hargreaves,Dr Fran Yarlett
https://blog.thelowdown.com/#brands,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/blood-pressure,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/blood-pressure,"



Why we need a blood pressure reading when ordering the combined pill, patch or ring
",N/A
https://blog.thelowdown.com/blog/tag/coming-off-the-birth-control-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/coming-off-the-birth-control-pill,"



Does birth control affect your sex drive?
",N/A
https://blog.thelowdown.com/#time-zone,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/pay-it-forward-waitlist,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/pay-it-forward-waitlist,The Lowdown,contraception
https://blog.thelowdown.com/blog/tag/university,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/university,Skip to content,"



My contraceptive journey: From implant to eating disorder
"
https://blog.thelowdown.com/#weight-gain,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/smear-test,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/smear-test,"



Cervical ectropion (erosion) – what is it and do you need to stop taking the pill?
",N/A
https://blog.thelowdown.com/blog/tag/boobs,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/boobs,"



The pill and boobs
",N/A
https://blog.thelowdown.com/blog/tag/pill-and-weight-gain,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pill-and-weight-gain,"



Contraception: Weight Gain and Loss
",N/A
https://blog.thelowdown.com/blog/tag/womens-health/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/womens-health/,"



The Lowdown’s March Newsletter
",N/A
https://blog.thelowdown.com/blog/how-the-current-healthcare-system-is-failing-women,Alice Pelton,N/A,http://localhost/thelowdown/wp/blog/how-the-current-healthcare-system-is-failing-women,Alice Pelton,"





Condom 101: How to use condoms correctly


"
https://blog.thelowdown.com/#gp,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#psycho,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/author/kimberley-malone-crossley,N/A,N/A,http://localhost/thelowdown/wp/author/kimberley-malone-crossley,"



IBS and the pill: best contraception for babes with digestive issues
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/melanie-davis-hall,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/melanie-davis-hall,N/A,N/A
https://blog.thelowdown.com/blog/tag/sexual-health-clinic,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sexual-health-clinic,"



Hammersmith Broadway Clinic
",N/A
https://blog.thelowdown.com/blog/tag/eloine,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/eloine,"



Can I change the time I take my pill?
",N/A
https://blog.thelowdown.com/#under-30,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#lube,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/dani-conlon,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dani-conlon,N/A,N/A
https://blog.thelowdown.com/#vasectomy-hurt,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#map,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/pcos-fertility,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/pcos-fertility,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#best-for-ibs,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#everything,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/rigevidon,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/rigevidon,"



Can I change the time I take my pill?
",N/A
https://blog.thelowdown.com/#constipation,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#what-to-know,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/hirsuism,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hirsuism,"



Hirsutism: how contraception can help with excess hair growth
",N/A
https://blog.thelowdown.com/blog/tag/eco-friendly,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/eco-friendly,"



The top 10 eco-friendly period products: as chosen by you!
",Privacy & Cookie policy
https://blog.thelowdown.com/blog/tag/jos-cervical-cancer-trust,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/jos-cervical-cancer-trust,"



The Lowdown on HPV
",N/A
https://blog.thelowdown.com/blog/pcos-belly-bloating,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/pcos-belly-bloating,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#advice,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#emotionally,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/drospirenone,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/drospirenone,"



A Guide to Drospirenone
",N/A
https://blog.thelowdown.com/blog/tag/everything-you-need-to-know-about-slynd-the-new-progestogen-only-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/everything-you-need-to-know-about-slynd-the-new-progestogen-only-pill,"



Everything you need to know about Slynd: The new progestogen-only pill
",N/A
https://blog.thelowdown.com/blog/tag/treatment,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/treatment,"



STIs Explained
",N/A
https://blog.thelowdown.com/#real,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/sterilisation,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sterilisation,"



Female sterilisation – fact vs fiction
",N/A
https://blog.thelowdown.com/#injection,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#what-do,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/condoms,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/condoms,"



Condom 101: How to use condoms correctly
",N/A
https://blog.thelowdown.com/blog/tag/progesterone,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/progesterone,"



HRT and Progesterone – the facts
",N/A
https://blog.thelowdown.com/blog/tag/the-lowdown/page/3,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-lowdown/page/3,"



Norgestimate
",N/A
https://blog.thelowdown.com/blog/tag/combined-pill/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/combined-pill/page/2,"



The benefits of continuous pill taking – yes you can skip a period!
",N/A
https://blog.thelowdown.com/blog/tag/etonogestrel,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/etonogestrel,"



Etonogestrel
",N/A
https://blog.thelowdown.com/blog/tag/hormones/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hormones/page/2,"



A Guide to Drospirenone
",N/A
https://blog.thelowdown.com/author/zaakira-mahomed,N/A,N/A,http://localhost/thelowdown/wp/author/zaakira-mahomed,"



What should I do if I miss a Microgynon pill?
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/#cysts,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#single,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/eating-disorder,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/eating-disorder,Skip to content,"



My contraceptive journey: From implant to eating disorder
"
https://blog.thelowdown.com/#during,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#period,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/imogen-spector-hill,N/A,N/A,http://localhost/thelowdown/wp/blog/imogen-spector-hill,"



What is a Decidual Cast
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/menopause/page/3,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/menopause/page/3,N/A,N/A
https://blog.thelowdown.com/#cause-ibs,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/pre-cum,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pre-cum,"



Can precum cause pregnancy? What are the chances?
",N/A
https://blog.thelowdown.com/blog/tag/weed,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/weed,"



Can you smoke weed while on birth control?
",N/A
https://blog.thelowdown.com/blog/tag/cerazette,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/cerazette,"



Does birth control affect your sex drive?
",N/A
https://blog.thelowdown.com/#vasectomy-nhs,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/female-sterilisation,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/female-sterilisation,"



Female sterilisation – fact vs fiction
",N/A
https://blog.thelowdown.com/#get-pregnant,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#bleed,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/cervical-cancer,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/cervical-cancer,"



What you always wanted to know about cervical screening, but didn’t know how to ask
",N/A
https://blog.thelowdown.com/#bleeding,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#faqs,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#twice,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/relactagel,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/relactagel,"



What are the causes of bacterial vaginosis?
",N/A
https://blog.thelowdown.com/blog/tag/dr-silvia,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dr-silvia,N/A,N/A
https://blog.thelowdown.com/blog/tag/eppie-shepherd,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/eppie-shepherd,N/A,N/A
https://blog.thelowdown.com/#when-start-working,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/hatty-wilmoth/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hatty-wilmoth/page/2,N/A,N/A
https://blog.thelowdown.com/blog/how-to-switch-your-contraceptive,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/how-to-switch-your-contraceptive,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/fatema-mustansir-dawoodbhoy,N/A,N/A,http://localhost/thelowdown/wp/blog/fatema-mustansir-dawoodbhoy,"



Blood clots in your period: is it normal?
","



What are fibroids?
"
https://blog.thelowdown.com/blog/tag/yasmin-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/yasmin-pill,"



Can you take Yasmin while breastfeeding?
",N/A
https://blog.thelowdown.com/blog/tag/hormone-free,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hormone-free,"



A complete guide to non hormonal contraception
",N/A
https://blog.thelowdown.com/blog/tag/ius/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ius/,"



IUS vs IUD – what’s the difference and which is best?
",N/A
https://blog.thelowdown.com/blog/tag/mestranol,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mestranol,"



Mestranol
",N/A
https://blog.thelowdown.com/blog/tag/fertiltiy,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fertiltiy,"



So you want to talk about… coming off the pill
",N/A
https://blog.thelowdown.com/#before,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/grace-jessop,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/grace-jessop,N/A,N/A
https://blog.thelowdown.com/#too-many,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#vs,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/painful-sex,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/painful-sex,"
Painful Sex During Pregnancy? Let’s talk about it.
",N/A
https://blog.thelowdown.com/blog/is-cotton-good-for-your-vagina,MERRI Intimates,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/is-cotton-good-for-your-vagina,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/periods/page/3,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/periods/page/3,N/A,N/A
https://blog.thelowdown.com/#data,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#still-fertile,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/reviews,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/reviews,"



We’ve announced our best contraceptives – as rated by you!
",Privacy & Cookie policy
https://blog.thelowdown.com/blog/tag/ibs,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ibs,"



My contraceptive experience: Living with Crohn’s and my Mirena coil
",N/A
https://blog.thelowdown.com/blog/nikki-ramskill,N/A,N/A,http://localhost/thelowdown/wp/blog/nikki-ramskill,"



I’m a women’s health GP with primary ovarian insufficiency
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/contraception/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/contraception/page/2,"



Join the waitlist for a free ‘pay it forward’ contraception consultation
",N/A
https://blog.thelowdown.com/blog/tag/coil/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/coil/,"



IUS vs IUD – what’s the difference and which is best?
",N/A
https://blog.thelowdown.com/#ring,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#masturbate-sex,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/risks,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/risks,"



Blood clots and birth control – what are the risks?
",N/A
https://blog.thelowdown.com/blog/tag/hormones/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hormones/,"



The Lowdown pill ‘groups’ explained
",N/A
https://blog.thelowdown.com/#how-long-pain,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#about,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/jess-catchpole,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/jess-catchpole,N/A,N/A
https://blog.thelowdown.com/blog/tag/iub,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/iub,"



Everything you need to know about the IUB Ballerine
",N/A
https://blog.thelowdown.com/#erections,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#want-to-preg,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#side-effects,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#not-work,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/helen-walker,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/helen-walker,N/A,N/A
https://blog.thelowdown.com/blog/tag/ballerine,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ballerine,"



Everything you need to know about the IUB Ballerine
",N/A
https://blog.thelowdown.com/blog/tag/ethinylestradiol,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ethinylestradiol,"



What is Ethinylestradiol and How does it Work?
",N/A
https://blog.thelowdown.com/blog/samantha-ike,N/A,N/A,http://localhost/thelowdown/wp/blog/samantha-ike,"

 

Okorite Ephraim


 
",N/A
https://blog.thelowdown.com/#fertility,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/sex-coaching,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sex-coaching,"



6 tips for overcoming orgasm anxiety
",N/A
https://blog.thelowdown.com/#stitch-removal,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/author/grace-jessop,N/A,N/A,http://localhost/thelowdown/wp/author/grace-jessop,"



Hammersmith Broadway Clinic
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/norethisterone-enanthate,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/norethisterone-enanthate,"



Norethisterone Enanthate
",N/A
https://blog.thelowdown.com/#advantages-disadvantages,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/side-effects/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/side-effects/page/2,"



Can mefenamic acid help with heavy and painful periods?
",N/A
https://blog.thelowdown.com/blog/tag/hatty-wilmoth/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hatty-wilmoth/,N/A,N/A
https://blog.thelowdown.com/#coming-off,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#cause-acne,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#causes-libido,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#what-to-do,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#top-tips,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#reversal-nhs,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/iud/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/iud/page/2,N/A,N/A
https://blog.thelowdown.com/#how-does-a-vasectomy-work,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#bigger,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
